
File: /tmp/RD75/lib/rdr_lib/librdrcommon.a(rdr_common.o)

Symbol table '.symtab' contains 757 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
   362: 00000000     0 NOTYPE  LOCAL  DEFAULT  220 $d
   363: 00000000     0 SECTION LOCAL  DEFAULT  221 .bss.Logo_Flash_Count
   364: 00000000     0 NOTYPE  LOCAL  DEFAULT  221 $d
   365: 00000000     0 SECTION LOCAL  DEFAULT  222 .bss.Logo_Led_Count
   366: 00000000     0 NOTYPE  LOCAL  DEFAULT  222 $d
   367: 00000000     0 SECTION LOCAL  DEFAULT  223 .bss.Logo_Play_Point
   368: 00000000     0 NOTYPE  LOCAL  DEFAULT  223 $d
   369: 00000000     0 SECTION LOCAL  DEFAULT  224 .bss.Logo_Pwm_B
   370: 00000000     0 NOTYPE  LOCAL  DEFAULT  224 $d
   371: 00000000     0 SECTION LOCAL  DEFAULT  225 .bss.Logo_Pwm_G
   372: 00000000     0 NOTYPE  LOCAL  DEFAULT  225 $d
   373: 00000000     0 SECTION LOCAL  DEFAULT  226 .bss.Logo_Pwm_R
   374: 00000000     0 NOTYPE  LOCAL  DEFAULT  226 $d
   375: 00000000     0 SECTION LOCAL  DEFAULT  227 .bss.Mac_Win_Poi[...]
   376: 00000000     0 NOTYPE  LOCAL  DEFAULT  227 $d
   377: 00000000     0 SECTION LOCAL  DEFAULT  228 .bss.Mode_Synchr[...]
   378: 00000000     0 NOTYPE  LOCAL  DEFAULT  228 $d
   379: 00000000     0 SECTION LOCAL  DEFAULT  229 .bss.Point_Flash[...]
   380: 00000000     0 NOTYPE  LOCAL  DEFAULT  229 $d
   381: 00000000     0 SECTION LOCAL  DEFAULT  230 .bss.Repet_Send_Count
   382: 00000000     0 NOTYPE  LOCAL  DEFAULT  230 $d
   383: 00000000     0 SECTION LOCAL  DEFAULT  231 .bss.Reset_Save_Flash
   384: 00000000     0 NOTYPE  LOCAL  DEFAULT  231 $d
   385: 00000000     0 SECTION LOCAL  DEFAULT  232 .bss.Save_Flash
   386: 00000000     0 NOTYPE  LOCAL  DEFAULT  232 $d
   387: 00000000     0 SECTION LOCAL  DEFAULT  233 .bss.Save_Flash_[...]
   388: 00000000     0 NOTYPE  LOCAL  DEFAULT  233 $d
   389: 00000000     0 SECTION LOCAL  DEFAULT  234 .bss.Send_Key_Type
   390: 00000000     0 NOTYPE  LOCAL  DEFAULT  234 $d
   391: 00000000     0 SECTION LOCAL  DEFAULT  235 .bss.Spi_Send_Re[...]
   392: 00000000     0 NOTYPE  LOCAL  DEFAULT  235 $d
   393: 00000000     0 SECTION LOCAL  DEFAULT  236 .bss.Systick_10m[...]
   394: 00000000     0 NOTYPE  LOCAL  DEFAULT  236 $d
   395: 00000000     0 SECTION LOCAL  DEFAULT  237 .bss.Systick_6ms[...]
   396: 00000000     0 NOTYPE  LOCAL  DEFAULT  237 $d
   397: 00000000     0 SECTION LOCAL  DEFAULT  238 .bss.Systick_Int[...]
   398: 00000000     0 NOTYPE  LOCAL  DEFAULT  238 $d
   399: 00000000     0 SECTION LOCAL  DEFAULT  239 .bss.Systick_Led[...]
   400: 00000000     0 NOTYPE  LOCAL  DEFAULT  239 $d
   401: 00000000     0 SECTION LOCAL  DEFAULT  240 .bss.Test_Colour
   402: 00000000     0 NOTYPE  LOCAL  DEFAULT  240 $d
   403: 00000000     0 SECTION LOCAL  DEFAULT  241 .bss.Test_Led
   404: 00000000     0 NOTYPE  LOCAL  DEFAULT  241 $d
   405: 00000000     0 SECTION LOCAL  DEFAULT  242 .bss.Time_3s_Count
   406: 00000000     0 NOTYPE  LOCAL  DEFAULT  242 $d
   407: 00000000     0 SECTION LOCAL  DEFAULT  243 .bss.Usb_Change_[...]
   408: 00000000     0 NOTYPE  LOCAL  DEFAULT  243 $d
   409: 00000000     0 SECTION LOCAL  DEFAULT  244 .bss.Usb_Change_[...]
   410: 00000000     0 NOTYPE  LOCAL  DEFAULT  244 $d
   411: 00000000     0 SECTION LOCAL  DEFAULT  245 .bss.Usb_Dis_Connect
   412: 00000000     0 NOTYPE  LOCAL  DEFAULT  245 $d
   413: 00000000     0 SECTION LOCAL  DEFAULT  246 .bss.Usb_If_Ok_Led
   414: 00000000     0 NOTYPE  LOCAL  DEFAULT  246 $d
   415: 00000000     0 SECTION LOCAL  DEFAULT  247 .bss.Usb_Suspend[...]
   416: 00000000     0 NOTYPE  LOCAL  DEFAULT  247 $d
   417: 00000000     0 SECTION LOCAL  DEFAULT  248 .bss.User_Adc_Batt
   418: 00000000     0 NOTYPE  LOCAL  DEFAULT  248 $d
   419: 00000000     0 SECTION LOCAL  DEFAULT  249 .bss.User_Adc_Ba[...]
   420: 00000000     0 NOTYPE  LOCAL  DEFAULT  249 $d
   421: 00000000     0 SECTION LOCAL  DEFAULT  250 .bss.User_Batt_1[...]
   422: 00000000     0 NOTYPE  LOCAL  DEFAULT  250 $d
   423: 00000000     0 SECTION LOCAL  DEFAULT  251 .bss.User_Batt_BaiFen
   424: 00000000     0 NOTYPE  LOCAL  DEFAULT  251 $d
   425: 00000000     0 SECTION LOCAL  DEFAULT  252 .bss.User_Batt_O[...]
   426: 00000000     0 NOTYPE  LOCAL  DEFAULT  252 $d
   427: 00000000     0 SECTION LOCAL  DEFAULT  253 .bss.User_Batt_P[...]
   428: 00000000     0 NOTYPE  LOCAL  DEFAULT  253 $d
   429: 00000000     0 SECTION LOCAL  DEFAULT  254 .bss.User_Batt_P[...]
   430: 00000000     0 NOTYPE  LOCAL  DEFAULT  254 $d
   431: 00000000     0 SECTION LOCAL  DEFAULT  255 .bss.User_Batt_P[...]
   432: 00000000     0 NOTYPE  LOCAL  DEFAULT  255 $d
   433: 00000000     0 SECTION LOCAL  DEFAULT  256 .bss.User_Batt_S[...]
   434: 00000000     0 NOTYPE  LOCAL  DEFAULT  256 $d
   435: 00000000     0 SECTION LOCAL  DEFAULT  257 .bss.User_Batt_T[...]
   436: 00000000     0 NOTYPE  LOCAL  DEFAULT  257 $d
   437: 00000000     0 SECTION LOCAL  DEFAULT  258 .bss.User_Key_Ba[...]
   438: 00000000     0 NOTYPE  LOCAL  DEFAULT  258 $d
   439: 00000000     0 SECTION LOCAL  DEFAULT  259 .bss.User_Key_Ba[...]
   440: 00000000     0 NOTYPE  LOCAL  DEFAULT  259 $d
   441: 00000000     0 SECTION LOCAL  DEFAULT  260 .bss.User_Power_Low
   442: 00000000     0 NOTYPE  LOCAL  DEFAULT  260 $d
   443: 00000000     0 SECTION LOCAL  DEFAULT  261 .bss.User_Power_[...]
   444: 00000000     0 NOTYPE  LOCAL  DEFAULT  261 $d
   445: 00000000     0 SECTION LOCAL  DEFAULT  262 .bss.User_Scan_Batt
   446: 00000000     0 NOTYPE  LOCAL  DEFAULT  262 $d
   447: 00000000     0 SECTION LOCAL  DEFAULT  263 .bss.app_2g4_data_rev
   448: 00000000     0 NOTYPE  LOCAL  DEFAULT  263 $d
   449: 00000000     0 SECTION LOCAL  DEFAULT  264 .bss.app_2g4_dat[...]
   450: 00000000     0 NOTYPE  LOCAL  DEFAULT  264 $d
   451: 00000000     0 SECTION LOCAL  DEFAULT  265 .bss.encoder_pulses
   452: 00000000     1 OBJECT  LOCAL  DEFAULT  265 encoder_pulses
   453: 00000000     0 NOTYPE  LOCAL  DEFAULT  265 $d
   454: 00000000     0 SECTION LOCAL  DEFAULT  266 .bss.encoder_state
   455: 00000000     1 OBJECT  LOCAL  DEFAULT  266 encoder_state
   456: 00000000     0 NOTYPE  LOCAL  DEFAULT  266 $d
   457: 00000000     0 SECTION LOCAL  DEFAULT  267 .bss.es_eeprom_i[...]
   458: 00000000     0 NOTYPE  LOCAL  DEFAULT  267 $d
   459: 00000000     0 SECTION LOCAL  DEFAULT  268 .bss.es_qmk_driver
   460: 00000000     0 NOTYPE  LOCAL  DEFAULT  268 $d
   461: 00000000     0 SECTION LOCAL  DEFAULT  269 .bss.es_stdby_pi[...]
   462: 00000000     0 NOTYPE  LOCAL  DEFAULT  269 $d
   463: 00000000     0 SECTION LOCAL  DEFAULT  270 .bss.g_es_flash_[...]
   464: 00000000     0 NOTYPE  LOCAL  DEFAULT  270 $d
   465: 00000000     0 SECTION LOCAL  DEFAULT  271 .bss.g_es_pwm_rg[...]
   466: 00000000     0 NOTYPE  LOCAL  DEFAULT  271 $d
   467: 00000000     0 SECTION LOCAL  DEFAULT  272 .bss.g_es_spi_rx_buf
   468: 00000000     0 NOTYPE  LOCAL  DEFAULT  272 $d
   469: 00000000     0 SECTION LOCAL  DEFAULT  273 .bss.g_es_spi_tx_buf
   470: 00000000     0 NOTYPE  LOCAL  DEFAULT  273 $d
   471: 00000000     0 SECTION LOCAL  DEFAULT  274 .bss.g_usb_sof_f[...]
   472: 00000000     0 NOTYPE  LOCAL  DEFAULT  274 $d
   473: 00000000     0 SECTION LOCAL  DEFAULT  275 .bss.g_usb_sof_f[...]
   474: 00000000     0 NOTYPE  LOCAL  DEFAULT  275 $d
   475: 00000000     0 SECTION LOCAL  DEFAULT  276 .bss.thisCount
   476: 00000000     1 OBJECT  LOCAL  DEFAULT  276 thisCount
   477: 00000000     0 NOTYPE  LOCAL  DEFAULT  276 $d
   478: 00000000     0 SECTION LOCAL  DEFAULT  277 .data.Ble_Name_S[...]
   479: 00000000     0 SECTION LOCAL  DEFAULT  278 .data.Init_Spi_P[...]
   480: 00000000     0 SECTION LOCAL  DEFAULT  279 .data.Keyboard_Info
   481: 00000000     0 SECTION LOCAL  DEFAULT  280 .data.LED_Mix_Co[...]
   482: 00000000     0 SECTION LOCAL  DEFAULT  281 .data.Led_Batt_I[...]
   483: 00000000     0 SECTION LOCAL  DEFAULT  282 .data.Led_Colour_Tab
   484: 00000018     0 NOTYPE  LOCAL  DEFAULT  282 $d
   485: 00000000     0 SECTION LOCAL  DEFAULT  283 .data.Led_Wave_P[...]
   486: 00000000     0 SECTION LOCAL  DEFAULT  284 .data.Logo_Index_Tab
   487: 00000000     0 SECTION LOCAL  DEFAULT  285 .data.Spi_Interval
   488: 00000000     0 NOTYPE  LOCAL  DEFAULT  285 $d
   489: 00000000     0 SECTION LOCAL  DEFAULT  286 .data.Temp_Syste[...]
   490: 00000000     0 SECTION LOCAL  DEFAULT  287 .rodata.CSWTCH.528
   491: 00000000     4 OBJECT  LOCAL  DEFAULT  287 CSWTCH.528
   492: 00000000     0 SECTION LOCAL  DEFAULT  288 .rodata.CSWTCH.529
   493: 00000000     4 OBJECT  LOCAL  DEFAULT  288 CSWTCH.529
   494: 00000000     0 SECTION LOCAL  DEFAULT  289 .rodata.CSWTCH.530
   495: 00000000     4 OBJECT  LOCAL  DEFAULT  289 CSWTCH.530
   496: 00000000     0 SECTION LOCAL  DEFAULT  290 .rodata.SPI2_Ini[...]
   497: 00000000     0 NOTYPE  LOCAL  DEFAULT  290 $d
   498: 00000000     0 SECTION LOCAL  DEFAULT  291 .rodata.adc_init[...]
   499: 00000000     0 NOTYPE  LOCAL  DEFAULT  291 $d
   500: 00000000     0 SECTION LOCAL  DEFAULT  292 .rodata.encoder_LUT
   501: 00000000    16 OBJECT  LOCAL  DEFAULT  292 encoder_LUT
   502: 00000000     0 SECTION LOCAL  DEFAULT  293 .rodata.es_user_[...]
   503: 00000000     0 NOTYPE  LOCAL  DEFAULT  293 $d
   504: 00000000     0 SECTION LOCAL  DEFAULT  295 .rodata.g_es_dma[...]
   505: 00000000     0 NOTYPE  LOCAL  DEFAULT  295 $d
   506: 00000000     0 SECTION LOCAL  DEFAULT  296 .rodata.g_es_dma[...]
   507: 00000000     0 NOTYPE  LOCAL  DEFAULT  296 $d
   508: 00000000     0 SECTION LOCAL  DEFAULT  297 .rodata.rgb_matr[...]
   509: 00000000     0 NOTYPE  LOCAL  DEFAULT  297 $d
   510: 00000000     0 SECTION LOCAL  DEFAULT  299 .debug_info
   511: 00000000     0 SECTION LOCAL  DEFAULT  301 .debug_abbrev
   512: 00000000     0 SECTION LOCAL  DEFAULT  302 .debug_loc
   513: 00000000     0 SECTION LOCAL  DEFAULT  304 .debug_aranges
   514: 00000000     0 SECTION LOCAL  DEFAULT  306 .debug_ranges
   515: 00000000     0 SECTION LOCAL  DEFAULT  308 .debug_line
   516: 00000000     0 SECTION LOCAL  DEFAULT  310 .debug_str
   517: 0000006f     0 NOTYPE  LOCAL  DEFAULT   48 $d
   518: 00000070     0 NOTYPE  LOCAL  DEFAULT   48 $t
   519: 00000021     0 NOTYPE  LOCAL  DEFAULT  171 $d
   520: 00000022     0 NOTYPE  LOCAL  DEFAULT  171 $t
   521: 00000000     0 SECTION LOCAL  DEFAULT  312 .debug_frame
   522: 00000000     0 SECTION LOCAL  DEFAULT  311 .comment
   523: 00000000     0 SECTION LOCAL  DEFAULT  314 .ARM.attributes
   524: 00000001    24 FUNC    GLOBAL DEFAULT    4 es_keyboard_leds
   525: 00000001   196 FUNC    GLOBAL DEFAULT    6 rgb_matrix_drive[...]
   526: 00000001   261 OBJECT  GLOBAL DEFAULT  COM rgb_matrix_ws281[...]
   527: 00000000  2090 OBJECT  GLOBAL DEFAULT  271 g_es_pwm_rgb_mat[...]
   528: 00000001    30 FUNC    GLOBAL DEFAULT    8 rgb_matrix_drive[...]
   529: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_unlock
   530: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_program
   531: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_lock
   532: 00000001   180 FUNC    GLOBAL DEFAULT   14 rgb_matrix_drive[...]
   533: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND _pal_lld_setgroupmode
   534: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND rgb_matrix_get_val
   535: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND memset
   536: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_page_erase
   537: 00000001    36 FUNC    GLOBAL DEFAULT   20 app_2g4_buffer_full
   538: 00000001    28 FUNC    GLOBAL DEFAULT   22 app_2g4_buffer_empty
   539: 00000001    28 FUNC    GLOBAL DEFAULT   24 app_2g4_buffer_r[...]
   540: 00000001    28 FUNC    GLOBAL DEFAULT   26 app_2g4_buffer_s[...]
   541: 00000001    52 FUNC    GLOBAL DEFAULT   28 Emi_Init
   542: 00000001    32 FUNC    GLOBAL DEFAULT   30 Emi_Write_Data
   543: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND raw_hid_send
   544: 00000001   108 FUNC    GLOBAL DEFAULT   32 es_ble_spi_init
   545: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_gpio_init
   546: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_spi_init
   547: 00000001    76 FUNC    GLOBAL DEFAULT   34 es_ble_spi_deinit
   548: 00000001   188 FUNC    GLOBAL DEFAULT   35 es_spi_send_recv[...]
   549: 00000001   108 FUNC    GLOBAL DEFAULT   36 Emi_Read_Data
   550: 00000001   112 FUNC    GLOBAL DEFAULT   38 Spi_Main_Loop
   551: 00000001  1280 OBJECT  GLOBAL DEFAULT  COM app_2g4_data
   552: 00000001   256 FUNC    GLOBAL DEFAULT   40 Spi_Send_Commad
   553: 00000001    96 FUNC    GLOBAL DEFAULT   42 Spi_Ack_Send_Commad
   554: 00000001    52 FUNC    GLOBAL DEFAULT   44 Mode_Synchronization
   555: 00000001    64 FUNC    GLOBAL DEFAULT   46 Ble_Name_Synchro[...]
   556: 00000001   184 FUNC    GLOBAL DEFAULT   48 User_bluetooth_s[...]
   557: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND memcpy
   558: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __gnu_thumb1_case_sqi
   559: 00000001    44 FUNC    GLOBAL DEFAULT   50 es_send_keyboard
   560: 00000001    44 FUNC    GLOBAL DEFAULT   52 es_send_nkro
   561: 00000001    44 FUNC    GLOBAL DEFAULT   54 es_send_mouse
   562: 00000001    44 FUNC    GLOBAL DEFAULT   56 es_send_extra
   563: 00000001   128 FUNC    GLOBAL DEFAULT   58 bootloader_jump
   564: 00000001    92 FUNC    GLOBAL DEFAULT   60 mcu_reset
   565: 00000001     6 FUNC    GLOBAL DEFAULT   62 es_mcu_reset
   566: 00000001    24 FUNC    GLOBAL DEFAULT   64 Save_Flash_Set
   567: 00000001    72 FUNC    GLOBAL DEFAULT   66 User_Systime_Init
   568: 00000001    28 FUNC    GLOBAL DEFAULT   67 User_Systime_Deinit
   569: 00000001   204 FUNC    GLOBAL DEFAULT   68 Init_Gpio_Infomation
   570: 00000001    64 FUNC    GLOBAL DEFAULT   70 User_Sleep
   571: 00000001   304 FUNC    GLOBAL DEFAULT   72 Get_Spi_Return_Data
   572: 00000001    24 FUNC    GLOBAL DEFAULT   74 User_Wakeup
   573: 00000001    44 FUNC    GLOBAL DEFAULT   76 es_change_qmk_nk[...]
   574: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND clear_keyboard
   575: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND keymap_config
   576: 00000001    44 FUNC    GLOBAL DEFAULT   78 es_change_qmk_nk[...]
   577: 00000001    68 FUNC    GLOBAL DEFAULT   80 User_Keyboard_Po[...]
   578: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND biton
   579: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND layer_on
   580: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND layer_state
   581: 00000001    40 FUNC    GLOBAL DEFAULT   82 User_Usb_Init
   582: 00000001    56 FUNC    GLOBAL DEFAULT   83 es_restart_usb_driver
   583: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND ald_usb_device_c[...]
   584: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND ald_usb_dev_connect
   585: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND ald_usb_int_register
   586: 00000001    48 FUNC    GLOBAL DEFAULT   85 Usb_Disconnect
   587: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND ald_usb_int_unre[...]
   588: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND ald_usb_dev_disc[...]
   589: 00000001    36 FUNC    GLOBAL DEFAULT   87 User_Usb_Deinit
   590: 00000001    18 FUNC    GLOBAL DEFAULT   88 clamp_length
   591: 00000001    16 FUNC    GLOBAL DEFAULT   89 clamp_length_user
   592: 00000001    28 FUNC    GLOBAL DEFAULT   90 eeprom_driver_erase
   593: 00000001   516 FUNC    GLOBAL DEFAULT   92 eeprom_driver_init
   594: 00000004     4 OBJECT  GLOBAL DEFAULT  COM g_tst_remap_offset
   595: 00000001    52 FUNC    GLOBAL DEFAULT   94 eeprom_read_block
   596: 00000001   300 FUNC    GLOBAL DEFAULT   96 eeprom_write_block
   597: 00000001    60 FUNC    GLOBAL DEFAULT   98 eeprom_read_bloc[...]
   598: 00000001   212 FUNC    GLOBAL DEFAULT  100 Init_Keyboard_In[...]
   599: 00000001   136 FUNC    GLOBAL DEFAULT  102 eeprom_write_blo[...]
   600: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND memcmp
   601: 00000001    10 FUNC    WEAK   DEFAULT  104 encoder_wait_pul[...]
   602: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND chThdSleep
   603: 00000001    40 FUNC    WEAK   DEFAULT  106 encoder_quadratu[...]
   604: 00000001    36 FUNC    WEAK   DEFAULT  108 encoder_quadratu[...]
   605: 00000001     2 FUNC    WEAK   DEFAULT  109 encoder_quadratu[...]
   606: 00000001    92 FUNC    GLOBAL DEFAULT  110 encoder_quadratu[...]
   607: 00000001    20 FUNC    GLOBAL DEFAULT  112 encoder_driver_init
   608: 00000001   112 FUNC    GLOBAL DEFAULT  114 encoder_quadratu[...]
   609: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND encoder_queue_event
   610: 00000001    52 FUNC    WEAK   DEFAULT  116 encoder_driver_task
   611: 00000001   140 FUNC    GLOBAL DEFAULT  118 User_Adc_Init
   612: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_adc_calibration
   613: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_adc_init
   614: 00000001    36 FUNC    GLOBAL DEFAULT  120 User_Adc_Deinit
   615: 00000001    12 FUNC    GLOBAL DEFAULT  121 U16_Buff_Clear
   616: 00000001   140 FUNC    GLOBAL DEFAULT  123 Init_Batt_Infomation
   617: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __aeabi_uidiv
   618: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __aeabi_idiv
   619: 00000001   284 FUNC    GLOBAL DEFAULT  125 User_Adc_Batt_Po[...]
   620: 00000001   480 FUNC    GLOBAL DEFAULT  127 User_Adc_Batt_Number
   621: 00000001    76 FUNC    GLOBAL DEFAULT  129 User_Pwm_Deinit
   622: 00000001   268 FUNC    GLOBAL DEFAULT  131 rgb_matrix_drive[...]
   623: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND rgb_matrix_is_enabled
   624: 00000001    36 FUNC    GLOBAL DEFAULT  133 rgb_matrix_drive[...]
   625: 00000001    92 FUNC    GLOBAL DEFAULT  135 Led_Power_Low_Show
   626: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND rgb_matrix_set_color
   627: 00000001   224 FUNC    GLOBAL DEFAULT  137 Led_Rf_Mode_Show
   628: 00000001   208 FUNC    GLOBAL DEFAULT  139 Led_Batt_Number_Show
   629: 00000000   128 OBJECT  GLOBAL DEFAULT  283 Led_Wave_Pwm_Tab
   630: 00000001   136 FUNC    GLOBAL DEFAULT  141 Led_Point_Flash_Show
   631: 00000001    52 FUNC    GLOBAL DEFAULT  143 User_Test_Colour_Show
   632: 00000001    68 FUNC    GLOBAL DEFAULT  145 Logo_Init
   633: 00000001    68 FUNC    GLOBAL DEFAULT  147 User_Keyboard_Reset
   634: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND eeconfig_disable
   635: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND soft_reset_keyboard
   636: 00000001   192 FUNC    GLOBAL DEFAULT  149 Board_Wakeup_Init
   637: 00000001  1380 FUNC    GLOBAL DEFAULT  151 es_chibios_user_[...]
   638: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND dynamic_keymap_g[...]
   639: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND register_code
   640: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND unregister_code
   641: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND USBD1
   642: 00000001   172 FUNC    GLOBAL DEFAULT  153 User_Keyboard_Init
   643: 00000001    60 FUNC    GLOBAL DEFAULT  155 Logo_Pwm_Rgb_Updata
   644: 00000001    76 FUNC    GLOBAL DEFAULT  157 Logo_Pwm_Ds_Updata
   645: 00000001   144 FUNC    GLOBAL DEFAULT  159 Logo_Wave_Rgb_mo[...]
   646: 00000000   768 OBJECT  GLOBAL DEFAULT  280 LED_Mix_Colour_Tab
   647: 00000001   152 FUNC    GLOBAL DEFAULT  161 Logo_Wave_Ds_mod[...]
   648: 00000001   128 FUNC    GLOBAL DEFAULT  163 Logo_Spectrum_mo[...]
   649: 00000001   136 FUNC    GLOBAL DEFAULT  165 Logo_Breath_mode_Show
   650: 00000001    88 FUNC    GLOBAL DEFAULT  167 Logo_Light_mode_Show
   651: 00000001    32 FUNC    GLOBAL DEFAULT  169 Logo_Off_mode_Show
   652: 00000001    68 FUNC    GLOBAL DEFAULT  171 Logo_Mode_Show
   653: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __gnu_thumb1_case_uqi
   654: 00000001    84 FUNC    GLOBAL DEFAULT  173 User_Point_Show
   655: 00000001   196 FUNC    GLOBAL DEFAULT  175 User_Led_Show
   656: 00000001    52 FUNC    GLOBAL DEFAULT  177 User_Via_Qmk_Log[...]
   657: 00000001    96 FUNC    GLOBAL DEFAULT  179 User_Via_Qmk_Log[...]
   658: 00000001    44 FUNC    GLOBAL DEFAULT  181 User_Via_Qmk_Log[...]
   659: 00000001    36 FUNC    GLOBAL DEFAULT  183 Vector4C
   660: 00000001    20 FUNC    GLOBAL DEFAULT  184 Vector54
   661: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __port_irq_epilogue
   662: 00000001     8 FUNC    GLOBAL DEFAULT  186 Vector58
   663: 00000001    18 FUNC    GLOBAL DEFAULT  188 Vector7C
   664: 00000001    20 FUNC    GLOBAL DEFAULT  190 Vector80
   665: 00000001    20 FUNC    GLOBAL DEFAULT  192 Vector84
   666: 00000001    20 FUNC    GLOBAL DEFAULT  194 Vector68
   667: 00000001   216 FUNC    GLOBAL DEFAULT  196 Vector5C
   668: 00000001  1208 FUNC    GLOBAL DEFAULT  198 Vector78
   669: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND host_get_driver
   670: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND host_set_driver
   671: 00000000     1 OBJECT  GLOBAL DEFAULT  224 Logo_Pwm_B
   672: 00000000     1 OBJECT  GLOBAL DEFAULT  225 Logo_Pwm_G
   673: 00000000     1 OBJECT  GLOBAL DEFAULT  226 Logo_Pwm_R
   674: 00000000     1 OBJECT  GLOBAL DEFAULT  223 Logo_Play_Point
   675: 00000000     1 OBJECT  GLOBAL DEFAULT  229 Point_Flash_Count
   676: 00000000     1 OBJECT  GLOBAL DEFAULT  267 es_eeprom_init_flag
   677: 00000000     6 OBJECT  GLOBAL DEFAULT  214 Keyboard_Status
   678: 00000000    12 OBJECT  GLOBAL DEFAULT  279 Keyboard_Info
   679: 00000000     4 OBJECT  GLOBAL DEFAULT  284 Logo_Index_Tab
   680: 00000000     1 OBJECT  GLOBAL DEFAULT  222 Logo_Led_Count
   681: 00000000     1 OBJECT  GLOBAL DEFAULT  221 Logo_Flash_Count
   682: 00000000    16 OBJECT  GLOBAL DEFAULT  297 rgb_matrix_driver
   683: 00000000    80 OBJECT  GLOBAL DEFAULT  203 DMA_list
   684: 00000000     1 OBJECT  GLOBAL DEFAULT  240 Test_Colour
   685: 00000000     1 OBJECT  GLOBAL DEFAULT  241 Test_Led
   686: 00000000     1 OBJECT  GLOBAL DEFAULT  246 Usb_If_Ok_Led
   687: 00000000     2 OBJECT  GLOBAL DEFAULT  219 Led_Power_Up_Delay
   688: 00000000     1 OBJECT  GLOBAL DEFAULT  218 Led_Power_Up
   689: 00000000     1 OBJECT  GLOBAL DEFAULT  216 Led_Off_Start
   690: 00000000     1 OBJECT  GLOBAL DEFAULT  215 Led_Flash_Busy
   691: 00000000     1 OBJECT  GLOBAL DEFAULT  227 Mac_Win_Point_Count
   692: 00000000     1 OBJECT  GLOBAL DEFAULT  217 Led_Point_Count
   693: 00000000     1 OBJECT  GLOBAL DEFAULT  239 Systick_Led_Count
   694: 00000000    10 OBJECT  GLOBAL DEFAULT  281 Led_Batt_Index_Tab
   695: 00000000    27 OBJECT  GLOBAL DEFAULT  282 Led_Colour_Tab
   696: 00000000    16 OBJECT  GLOBAL DEFAULT  291 adc_initStruct
   697: 00000000     1 OBJECT  GLOBAL DEFAULT  201 Batt_Led_Count
   698: 00000000     1 OBJECT  GLOBAL DEFAULT  258 User_Key_Batt_Count
   699: 00000000     1 OBJECT  GLOBAL DEFAULT  259 User_Key_Batt_Nu[...]
   700: 00000000     1 OBJECT  GLOBAL DEFAULT  269 es_stdby_pin_state
   701: 00000000     1 OBJECT  GLOBAL DEFAULT  261 User_Power_Low_Count
   702: 00000000     1 OBJECT  GLOBAL DEFAULT  260 User_Power_Low
   703: 00000000     1 OBJECT  GLOBAL DEFAULT  254 User_Batt_Power_[...]
   704: 00000000     2 OBJECT  GLOBAL DEFAULT  255 User_Batt_Power_[...]
   705: 00000000     1 OBJECT  GLOBAL DEFAULT  256 User_Batt_Send_Spi
