
File: lib/rdr_lib/librdrcommon.a(rdr_common.o)

Symbol table '.symtab' contains 1009 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
   362: 00000000     0 SECTION LOCAL  DEFAULT  231 .text.Reset_Lvgl_Boot
   363: 00000000     0 NOTYPE  LOCAL  DEFAULT  231 $t
   364: 00000000     0 SECTION LOCAL  DEFAULT  233 .text.Lvgl_Boot
   365: 00000000     0 NOTYPE  LOCAL  DEFAULT  233 $t
   366: 00000000     0 SECTION LOCAL  DEFAULT  235 .text.User_proce[...]
   367: 00000000     0 NOTYPE  LOCAL  DEFAULT  235 $t
   368: 00000048     0 NOTYPE  LOCAL  DEFAULT  235 $d
   369: 00000076     0 NOTYPE  LOCAL  DEFAULT  235 $t
   370: 000000ce     0 NOTYPE  LOCAL  DEFAULT  235 $d
   371: 000000d4     0 NOTYPE  LOCAL  DEFAULT  235 $t
   372: 000002c4     0 NOTYPE  LOCAL  DEFAULT  235 $d
   373: 00000310     0 NOTYPE  LOCAL  DEFAULT  235 $t
   374: 00000568     0 NOTYPE  LOCAL  DEFAULT  235 $d
   375: 00000000     0 SECTION LOCAL  DEFAULT  237 .rodata
   376: 00000000     0 NOTYPE  LOCAL  DEFAULT  237 $d
   377: 00000000     0 SECTION LOCAL  DEFAULT  238 .bss.Batt_Led_Count
   378: 00000000     0 NOTYPE  LOCAL  DEFAULT  238 $d
   379: 00000000     0 SECTION LOCAL  DEFAULT  239 .bss.Ble_Name_Sp[...]
   380: 00000000     0 NOTYPE  LOCAL  DEFAULT  239 $d
   381: 00000000     0 SECTION LOCAL  DEFAULT  240 .bss.DMA_list
   382: 00000000     0 NOTYPE  LOCAL  DEFAULT  240 $d
   383: 00000000     0 SECTION LOCAL  DEFAULT  241 .bss.Debounce_Delay
   384: 00000000     0 NOTYPE  LOCAL  DEFAULT  241 $d
   385: 00000000     0 SECTION LOCAL  DEFAULT  242 .bss.Debounce_Fu[...]
   386: 00000000     0 NOTYPE  LOCAL  DEFAULT  242 $d
   387: 00000000     0 SECTION LOCAL  DEFAULT  243 .bss.Debounce_Fu[...]
   388: 00000000     0 NOTYPE  LOCAL  DEFAULT  243 $d
   389: 00000000     0 SECTION LOCAL  DEFAULT  244 .bss.Debounce_Po[...]
   390: 00000000     0 NOTYPE  LOCAL  DEFAULT  244 $d
   391: 00000000     0 SECTION LOCAL  DEFAULT  245 .bss.Dma1_Interr[...]
   392: 00000000     0 NOTYPE  LOCAL  DEFAULT  245 $d
   393: 00000000     0 SECTION LOCAL  DEFAULT  246 .bss.Dma1_Interr[...]
   394: 00000000     0 NOTYPE  LOCAL  DEFAULT  246 $d
   395: 00000000     0 SECTION LOCAL  DEFAULT  247 .bss.Emi_Test_Start
   396: 00000000     0 NOTYPE  LOCAL  DEFAULT  247 $d
   397: 00000000     0 SECTION LOCAL  DEFAULT  248 .bss.First_Conne[...]
   398: 00000000     0 NOTYPE  LOCAL  DEFAULT  248 $d
   399: 00000000     0 SECTION LOCAL  DEFAULT  249 .bss.First_Count
   400: 00000000     0 NOTYPE  LOCAL  DEFAULT  249 $d
   401: 00000000     0 SECTION LOCAL  DEFAULT  250 .bss.INIT_ALL_KE[...]
   402: 00000000     0 NOTYPE  LOCAL  DEFAULT  250 $d
   403: 00000000     0 SECTION LOCAL  DEFAULT  251 .bss.INIT_ALL_SI[...]
   404: 00000000     0 NOTYPE  LOCAL  DEFAULT  251 $d
   405: 00000000     0 SECTION LOCAL  DEFAULT  252 .bss.Init_Spi_10[...]
   406: 00000000     0 NOTYPE  LOCAL  DEFAULT  252 $d
   407: 00000000     0 SECTION LOCAL  DEFAULT  253 .bss.Key_2p4g_Status
   408: 00000000     0 NOTYPE  LOCAL  DEFAULT  253 $d
   409: 00000000     0 SECTION LOCAL  DEFAULT  254 .bss.Key_Ble_1_Status
   410: 00000000     0 NOTYPE  LOCAL  DEFAULT  254 $d
   411: 00000000     0 SECTION LOCAL  DEFAULT  255 .bss.Key_Ble_2_Status
   412: 00000000     0 NOTYPE  LOCAL  DEFAULT  255 $d
   413: 00000000     0 SECTION LOCAL  DEFAULT  256 .bss.Key_Ble_3_Status
   414: 00000000     0 NOTYPE  LOCAL  DEFAULT  256 $d
   415: 00000000     0 SECTION LOCAL  DEFAULT  257 .bss.Key_Fn_Status
   416: 00000000     0 NOTYPE  LOCAL  DEFAULT  257 $d
   417: 00000000     0 SECTION LOCAL  DEFAULT  258 .bss.Key_Switch_Check
   418: 00000000     0 NOTYPE  LOCAL  DEFAULT  258 $d
   419: 00000000     0 SECTION LOCAL  DEFAULT  259 .bss.Key_Switch_Old
   420: 00000000     0 NOTYPE  LOCAL  DEFAULT  259 $d
   421: 00000000     0 SECTION LOCAL  DEFAULT  260 .bss.Key_Switch_Scan
   422: 00000000     0 NOTYPE  LOCAL  DEFAULT  260 $d
   423: 00000000     0 SECTION LOCAL  DEFAULT  261 .bss.Key_Switch_delay
   424: 00000000     0 NOTYPE  LOCAL  DEFAULT  261 $d
   425: 00000000     0 SECTION LOCAL  DEFAULT  262 .bss.Keyboard_Status
   426: 00000000     0 NOTYPE  LOCAL  DEFAULT  262 $d
   427: 00000000     0 SECTION LOCAL  DEFAULT  263 .bss.Last_Caps_State
   428: 00000000     0 NOTYPE  LOCAL  DEFAULT  263 $d
   429: 00000000     0 SECTION LOCAL  DEFAULT  264 .bss.Last_WinL_State
   430: 00000000     0 NOTYPE  LOCAL  DEFAULT  264 $d
   431: 00000000     0 SECTION LOCAL  DEFAULT  265 .bss.Led_Data_Scan
   432: 00000000     0 NOTYPE  LOCAL  DEFAULT  265 $d
   433: 00000000     0 SECTION LOCAL  DEFAULT  266 .bss.Led_Flash_Busy
   434: 00000000     0 NOTYPE  LOCAL  DEFAULT  266 $d
   435: 00000000     0 SECTION LOCAL  DEFAULT  267 .bss.Led_Off_Start
   436: 00000000     0 NOTYPE  LOCAL  DEFAULT  267 $d
   437: 00000000     0 SECTION LOCAL  DEFAULT  268 .bss.Led_Point_Count
   438: 00000000     0 NOTYPE  LOCAL  DEFAULT  268 $d
   439: 00000000     0 SECTION LOCAL  DEFAULT  269 .bss.Led_Point_Sleep
   440: 00000000     0 NOTYPE  LOCAL  DEFAULT  269 $d
   441: 00000000     0 SECTION LOCAL  DEFAULT  270 .bss.Led_Power_Up
   442: 00000000     0 NOTYPE  LOCAL  DEFAULT  270 $d
   443: 00000000     0 SECTION LOCAL  DEFAULT  271 .bss.Led_Power_U[...]
   444: 00000000     0 NOTYPE  LOCAL  DEFAULT  271 $d
   445: 00000000     0 SECTION LOCAL  DEFAULT  272 .bss.Led_Rf_Pair_Flg
   446: 00000000     0 NOTYPE  LOCAL  DEFAULT  272 $d
   447: 00000000     0 SECTION LOCAL  DEFAULT  273 .bss.Mac_Win_Poi[...]
   448: 00000000     0 NOTYPE  LOCAL  DEFAULT  273 $d
   449: 00000000     0 SECTION LOCAL  DEFAULT  274 .bss.Mode_Synchr[...]
   450: 00000000     0 NOTYPE  LOCAL  DEFAULT  274 $d
   451: 00000000     0 SECTION LOCAL  DEFAULT  275 .bss.Repet_Send_Count
   452: 00000000     0 NOTYPE  LOCAL  DEFAULT  275 $d
   453: 00000000     0 SECTION LOCAL  DEFAULT  276 .bss.Reset_Save_Flash
   454: 00000000     0 NOTYPE  LOCAL  DEFAULT  276 $d
   455: 00000000     0 SECTION LOCAL  DEFAULT  277 .bss.Save_Flash
   456: 00000000     0 NOTYPE  LOCAL  DEFAULT  277 $d
   457: 00000000     0 SECTION LOCAL  DEFAULT  278 .bss.Save_Flash_[...]
   458: 00000000     0 NOTYPE  LOCAL  DEFAULT  278 $d
   459: 00000000     0 SECTION LOCAL  DEFAULT  279 .bss.Scan_Switch_Ok
   460: 00000000     0 NOTYPE  LOCAL  DEFAULT  279 $d
   461: 00000000     0 SECTION LOCAL  DEFAULT  280 .bss.Send_Key_Type
   462: 00000000     0 NOTYPE  LOCAL  DEFAULT  280 $d
   463: 00000000     0 SECTION LOCAL  DEFAULT  281 .bss.Spi_Main_Lo[...]
   464: 00000000     0 NOTYPE  LOCAL  DEFAULT  281 $d
   465: 00000000     0 SECTION LOCAL  DEFAULT  282 .bss.Spi_Send_Re[...]
   466: 00000000     0 NOTYPE  LOCAL  DEFAULT  282 $d
   467: 00000000     0 SECTION LOCAL  DEFAULT  283 .bss.Systick_10m[...]
   468: 00000000     0 NOTYPE  LOCAL  DEFAULT  283 $d
   469: 00000000     0 SECTION LOCAL  DEFAULT  284 .bss.Systick_12m[...]
   470: 00000000     0 NOTYPE  LOCAL  DEFAULT  284 $d
   471: 00000000     0 SECTION LOCAL  DEFAULT  285 .bss.Systick_6ms[...]
   472: 00000000     0 NOTYPE  LOCAL  DEFAULT  285 $d
   473: 00000000     0 SECTION LOCAL  DEFAULT  286 .bss.Systick_Int[...]
   474: 00000000     0 NOTYPE  LOCAL  DEFAULT  286 $d
   475: 00000000     0 SECTION LOCAL  DEFAULT  287 .bss.Systick_Led[...]
   476: 00000000     0 NOTYPE  LOCAL  DEFAULT  287 $d
   477: 00000000     0 SECTION LOCAL  DEFAULT  288 .bss.Test_Colour
   478: 00000000     0 NOTYPE  LOCAL  DEFAULT  288 $d
   479: 00000000     0 SECTION LOCAL  DEFAULT  289 .bss.Test_Led
   480: 00000000     0 NOTYPE  LOCAL  DEFAULT  289 $d
   481: 00000000     0 SECTION LOCAL  DEFAULT  290 .bss.Time_3s_Count
   482: 00000000     0 NOTYPE  LOCAL  DEFAULT  290 $d
   483: 00000000     0 SECTION LOCAL  DEFAULT  291 .bss.Time_3s_EE_[...]
   484: 00000000     0 NOTYPE  LOCAL  DEFAULT  291 $d
   485: 00000000     0 SECTION LOCAL  DEFAULT  292 .bss.Uart_Batt_Again
   486: 00000000     0 NOTYPE  LOCAL  DEFAULT  292 $d
   487: 00000000     0 SECTION LOCAL  DEFAULT  293 .bss.Uart_Batt_Charge
   488: 00000000     0 NOTYPE  LOCAL  DEFAULT  293 $d
   489: 00000000     0 SECTION LOCAL  DEFAULT  294 .bss.Uart_Batt_Num
   490: 00000000     0 NOTYPE  LOCAL  DEFAULT  294 $d
   491: 00000000     0 SECTION LOCAL  DEFAULT  295 .bss.Uart_Gif_Data
   492: 00000000     0 NOTYPE  LOCAL  DEFAULT  295 $d
   493: 00000000     0 SECTION LOCAL  DEFAULT  296 .bss.Uart_Gif_Da[...]
   494: 00000000     0 NOTYPE  LOCAL  DEFAULT  296 $d
   495: 00000000     0 SECTION LOCAL  DEFAULT  297 .bss.Uart_Home_M[...]
   496: 00000000     0 NOTYPE  LOCAL  DEFAULT  297 $d
   497: 00000000     0 SECTION LOCAL  DEFAULT  298 .bss.Uart_Home_M[...]
   498: 00000000     0 NOTYPE  LOCAL  DEFAULT  298 $d
   499: 00000000     0 SECTION LOCAL  DEFAULT  299 .bss.Uart_Home_M[...]
   500: 00000000     0 NOTYPE  LOCAL  DEFAULT  299 $d
   501: 00000000     0 SECTION LOCAL  DEFAULT  300 .bss.Uart_Key_Count
   502: 00000000     0 NOTYPE  LOCAL  DEFAULT  300 $d
   503: 00000000     0 SECTION LOCAL  DEFAULT  301 .bss.Uart_Keycod[...]
   504: 00000000     0 NOTYPE  LOCAL  DEFAULT  301 $d
   505: 00000000     0 SECTION LOCAL  DEFAULT  302 .bss.Uart_Led_Again
   506: 00000000     0 NOTYPE  LOCAL  DEFAULT  302 $d
   507: 00000000     0 SECTION LOCAL  DEFAULT  303 .bss.Uart_Led_Data
   508: 00000000     0 NOTYPE  LOCAL  DEFAULT  303 $d
   509: 00000000     0 SECTION LOCAL  DEFAULT  304 .bss.Uart_Lvgl_2[...]
   510: 00000000     0 NOTYPE  LOCAL  DEFAULT  304 $d
   511: 00000000     0 SECTION LOCAL  DEFAULT  305 .bss.Uart_Lvgl_S[...]
   512: 00000000     0 NOTYPE  LOCAL  DEFAULT  305 $d
   513: 00000000     0 SECTION LOCAL  DEFAULT  306 .bss.Uart_Msg_Count
   514: 00000000     0 NOTYPE  LOCAL  DEFAULT  306 $d
   515: 00000000     0 SECTION LOCAL  DEFAULT  307 .bss.Uart_Msg_Co[...]
   516: 00000000     0 NOTYPE  LOCAL  DEFAULT  307 $d
   517: 00000000     0 SECTION LOCAL  DEFAULT  308 .bss.Uart_Power_Up
   518: 00000000     0 NOTYPE  LOCAL  DEFAULT  308 $d
   519: 00000000     0 SECTION LOCAL  DEFAULT  309 .bss.Uart_Power_[...]
   520: 00000000     0 NOTYPE  LOCAL  DEFAULT  309 $d
   521: 00000000     0 SECTION LOCAL  DEFAULT  310 .bss.Uart_RF_Cha[...]
   522: 00000000     0 NOTYPE  LOCAL  DEFAULT  310 $d
   523: 00000000     0 SECTION LOCAL  DEFAULT  311 .bss.Uart_RF_Mod[...]
   524: 00000000     0 NOTYPE  LOCAL  DEFAULT  311 $d
   525: 00000000     0 SECTION LOCAL  DEFAULT  312 .bss.Uart_RF_Sta[...]
   526: 00000000     0 NOTYPE  LOCAL  DEFAULT  312 $d
   527: 00000000     0 SECTION LOCAL  DEFAULT  313 .bss.Uart_Reset
   528: 00000000     0 NOTYPE  LOCAL  DEFAULT  313 $d
   529: 00000000     0 SECTION LOCAL  DEFAULT  314 .bss.Uart_Rf_Again
   530: 00000000     0 NOTYPE  LOCAL  DEFAULT  314 $d
   531: 00000000     0 SECTION LOCAL  DEFAULT  315 .bss.Uart_Rf_Systick
   532: 00000000     0 NOTYPE  LOCAL  DEFAULT  315 $d
   533: 00000000     0 SECTION LOCAL  DEFAULT  316 .bss.Uart_Test_Data
   534: 00000000     0 NOTYPE  LOCAL  DEFAULT  316 $d
   535: 00000000     0 SECTION LOCAL  DEFAULT  317 .bss.Uart_Tx_Ping
   536: 00000000     0 NOTYPE  LOCAL  DEFAULT  317 $d
   537: 00000000     0 SECTION LOCAL  DEFAULT  318 .bss.Uart_Usb_Ch[...]
   538: 00000000     0 NOTYPE  LOCAL  DEFAULT  318 $d
   539: 00000000     0 SECTION LOCAL  DEFAULT  319 .bss.Uart_Usb_Data
   540: 00000000     0 NOTYPE  LOCAL  DEFAULT  319 $d
   541: 00000000     0 SECTION LOCAL  DEFAULT  320 .bss.Uart_Usb_Da[...]
   542: 00000000     0 NOTYPE  LOCAL  DEFAULT  320 $d
   543: 00000000     0 SECTION LOCAL  DEFAULT  321 .bss.Uart_Work_M[...]
   544: 00000000     0 NOTYPE  LOCAL  DEFAULT  321 $d
   545: 00000000     0 SECTION LOCAL  DEFAULT  322 .bss.Usb_Change_[...]
   546: 00000000     0 NOTYPE  LOCAL  DEFAULT  322 $d
   547: 00000000     0 SECTION LOCAL  DEFAULT  323 .bss.Usb_Change_[...]
   548: 00000000     0 NOTYPE  LOCAL  DEFAULT  323 $d
   549: 00000000     0 SECTION LOCAL  DEFAULT  324 .bss.Usb_Dis_Connect
   550: 00000000     0 NOTYPE  LOCAL  DEFAULT  324 $d
   551: 00000000     0 SECTION LOCAL  DEFAULT  325 .bss.Usb_If_Ok
   552: 00000000     0 NOTYPE  LOCAL  DEFAULT  325 $d
   553: 00000000     0 SECTION LOCAL  DEFAULT  326 .bss.Usb_If_Ok_Delay
   554: 00000000     0 NOTYPE  LOCAL  DEFAULT  326 $d
   555: 00000000     0 SECTION LOCAL  DEFAULT  327 .bss.Usb_If_Ok_Led
   556: 00000000     0 NOTYPE  LOCAL  DEFAULT  327 $d
   557: 00000000     0 SECTION LOCAL  DEFAULT  328 .bss.Usb_Suspend[...]
   558: 00000000     0 NOTYPE  LOCAL  DEFAULT  328 $d
   559: 00000000     0 SECTION LOCAL  DEFAULT  329 .bss.User_Adc_Batt
   560: 00000000     0 NOTYPE  LOCAL  DEFAULT  329 $d
   561: 00000000     0 SECTION LOCAL  DEFAULT  330 .bss.User_Adc_Ba[...]
   562: 00000000     0 NOTYPE  LOCAL  DEFAULT  330 $d
   563: 00000000     0 SECTION LOCAL  DEFAULT  331 .bss.User_Batt_1[...]
   564: 00000000     0 NOTYPE  LOCAL  DEFAULT  331 $d
   565: 00000000     0 SECTION LOCAL  DEFAULT  332 .bss.User_Batt_BaiFen
   566: 00000000     0 NOTYPE  LOCAL  DEFAULT  332 $d
   567: 00000000     0 SECTION LOCAL  DEFAULT  333 .bss.User_Batt_O[...]
   568: 00000000     0 NOTYPE  LOCAL  DEFAULT  333 $d
   569: 00000000     0 SECTION LOCAL  DEFAULT  334 .bss.User_Batt_P[...]
   570: 00000000     0 NOTYPE  LOCAL  DEFAULT  334 $d
   571: 00000000     0 SECTION LOCAL  DEFAULT  335 .bss.User_Batt_P[...]
   572: 00000000     0 NOTYPE  LOCAL  DEFAULT  335 $d
   573: 00000000     0 SECTION LOCAL  DEFAULT  336 .bss.User_Batt_P[...]
   574: 00000000     0 NOTYPE  LOCAL  DEFAULT  336 $d
   575: 00000000     0 SECTION LOCAL  DEFAULT  337 .bss.User_Batt_S[...]
   576: 00000000     0 NOTYPE  LOCAL  DEFAULT  337 $d
   577: 00000000     0 SECTION LOCAL  DEFAULT  338 .bss.User_Batt_T[...]
   578: 00000000     0 NOTYPE  LOCAL  DEFAULT  338 $d
   579: 00000000     0 SECTION LOCAL  DEFAULT  339 .bss.User_DSleep[...]
   580: 00000000     0 NOTYPE  LOCAL  DEFAULT  339 $d
   581: 00000000     0 SECTION LOCAL  DEFAULT  340 .bss.User_EE_CLR[...]
   582: 00000000     0 NOTYPE  LOCAL  DEFAULT  340 $d
   583: 00000000     0 SECTION LOCAL  DEFAULT  341 .bss.User_Key_3s[...]
   584: 00000000     0 NOTYPE  LOCAL  DEFAULT  341 $d
   585: 00000000     0 SECTION LOCAL  DEFAULT  342 .bss.User_Key_Ba[...]
   586: 00000000     0 NOTYPE  LOCAL  DEFAULT  342 $d
   587: 00000000     0 SECTION LOCAL  DEFAULT  343 .bss.User_Key_Ba[...]
   588: 00000000     0 NOTYPE  LOCAL  DEFAULT  343 $d
   589: 00000000     0 SECTION LOCAL  DEFAULT  344 .bss.User_Power_Low
   590: 00000000     0 NOTYPE  LOCAL  DEFAULT  344 $d
   591: 00000000     0 SECTION LOCAL  DEFAULT  345 .bss.User_Power_[...]
   592: 00000000     0 NOTYPE  LOCAL  DEFAULT  345 $d
   593: 00000000     0 SECTION LOCAL  DEFAULT  346 .bss.User_QMK_EE[...]
   594: 00000000     0 NOTYPE  LOCAL  DEFAULT  346 $d
   595: 00000000     0 SECTION LOCAL  DEFAULT  347 .bss.User_Scan_Batt
   596: 00000000     0 NOTYPE  LOCAL  DEFAULT  347 $d
   597: 00000000     0 SECTION LOCAL  DEFAULT  348 .bss.User_Sleep_[...]
   598: 00000000     0 NOTYPE  LOCAL  DEFAULT  348 $d
   599: 00000000     0 SECTION LOCAL  DEFAULT  349 .bss.User_Sleep_[...]
   600: 00000000     0 NOTYPE  LOCAL  DEFAULT  349 $d
   601: 00000000     0 SECTION LOCAL  DEFAULT  350 .bss.app_2g4_data_rev
   602: 00000000     0 NOTYPE  LOCAL  DEFAULT  350 $d
   603: 00000000     0 SECTION LOCAL  DEFAULT  351 .bss.app_2g4_dat[...]
   604: 00000000     0 NOTYPE  LOCAL  DEFAULT  351 $d
   605: 00000000     0 SECTION LOCAL  DEFAULT  352 .bss.es_eeprom_i[...]
   606: 00000000     0 NOTYPE  LOCAL  DEFAULT  352 $d
   607: 00000000     0 SECTION LOCAL  DEFAULT  353 .bss.es_qmk_driver
   608: 00000000     0 NOTYPE  LOCAL  DEFAULT  353 $d
   609: 00000000     0 SECTION LOCAL  DEFAULT  354 .bss.es_stdby_pi[...]
   610: 00000000     0 NOTYPE  LOCAL  DEFAULT  354 $d
   611: 00000000     0 SECTION LOCAL  DEFAULT  355 .bss.g_es_flash_[...]
   612: 00000000     0 NOTYPE  LOCAL  DEFAULT  355 $d
   613: 00000000     0 SECTION LOCAL  DEFAULT  356 .bss.g_es_pwm_rg[...]
   614: 00000000     0 NOTYPE  LOCAL  DEFAULT  356 $d
   615: 00000000     0 SECTION LOCAL  DEFAULT  357 .bss.g_es_spi_rx_buf
   616: 00000000     0 NOTYPE  LOCAL  DEFAULT  357 $d
   617: 00000000     0 SECTION LOCAL  DEFAULT  358 .bss.g_es_spi_tx_buf
   618: 00000000     0 NOTYPE  LOCAL  DEFAULT  358 $d
   619: 00000000     0 SECTION LOCAL  DEFAULT  359 .bss.g_usb_sof_f[...]
   620: 00000000     0 NOTYPE  LOCAL  DEFAULT  359 $d
   621: 00000000     0 SECTION LOCAL  DEFAULT  360 .bss.g_usb_sof_f[...]
   622: 00000000     0 NOTYPE  LOCAL  DEFAULT  360 $d
   623: 00000000     0 SECTION LOCAL  DEFAULT  361 .data.Ble_Name_S[...]
   624: 00000000     0 SECTION LOCAL  DEFAULT  362 .data.Dma_InitSt[...]
   625: 00000000     0 NOTYPE  LOCAL  DEFAULT  362 $d
   626: 00000000     0 SECTION LOCAL  DEFAULT  363 .data.Dma_InitSt[...]
   627: 00000000     0 NOTYPE  LOCAL  DEFAULT  363 $d
   628: 00000000     0 SECTION LOCAL  DEFAULT  364 .data.Init_Spi_P[...]
   629: 00000000     0 SECTION LOCAL  DEFAULT  365 .data.Keyboard_Info
   630: 00000000     0 NOTYPE  LOCAL  DEFAULT  365 $d
   631: 00000000     0 SECTION LOCAL  DEFAULT  366 .data.Led_Batt_I[...]
   632: 00000000     0 SECTION LOCAL  DEFAULT  367 .data.Led_Colour_Tab
   633: 00000018     0 NOTYPE  LOCAL  DEFAULT  367 $d
   634: 00000000     0 SECTION LOCAL  DEFAULT  368 .data.Led_Point_buf
   635: 00000000     0 SECTION LOCAL  DEFAULT  369 .data.Led_Wave_P[...]
   636: 00000000     0 SECTION LOCAL  DEFAULT  370 .data.Spi_Interval
   637: 00000000     0 NOTYPE  LOCAL  DEFAULT  370 $d
   638: 00000000     0 SECTION LOCAL  DEFAULT  371 .data.Temp_Syste[...]
   639: 00000000     0 SECTION LOCAL  DEFAULT  372 .data.Uart_Rx_Buffer
   640: 00000005     0 NOTYPE  LOCAL  DEFAULT  372 $d
   641: 00000000     0 SECTION LOCAL  DEFAULT  373 .data.Uart_Tx_Buffer
   642: 00000005     0 NOTYPE  LOCAL  DEFAULT  373 $d
   643: 00000000     0 SECTION LOCAL  DEFAULT  374 .data.Uart_Work_Mode
   644: 00000000     0 SECTION LOCAL  DEFAULT  375 .rodata.CSWTCH.726
   645: 00000000     4 OBJECT  LOCAL  DEFAULT  375 CSWTCH.726
   646: 00000000     0 SECTION LOCAL  DEFAULT  376 .rodata.CSWTCH.727
   647: 00000000     4 OBJECT  LOCAL  DEFAULT  376 CSWTCH.727
   648: 00000000     0 SECTION LOCAL  DEFAULT  377 .rodata.CSWTCH.728
   649: 00000000     4 OBJECT  LOCAL  DEFAULT  377 CSWTCH.728
   650: 00000000     0 SECTION LOCAL  DEFAULT  378 .rodata.SPI2_Ini[...]
   651: 00000000     0 NOTYPE  LOCAL  DEFAULT  378 $d
   652: 00000000     0 SECTION LOCAL  DEFAULT  379 .rodata.UART_Ini[...]
   653: 00000000     0 NOTYPE  LOCAL  DEFAULT  379 $d
   654: 00000000     0 SECTION LOCAL  DEFAULT  380 .rodata.adc_init[...]
   655: 00000000     0 NOTYPE  LOCAL  DEFAULT  380 $d
   656: 00000000     0 SECTION LOCAL  DEFAULT  381 .rodata.es_user_[...]
   657: 00000000     0 NOTYPE  LOCAL  DEFAULT  381 $d
   658: 00000000     0 SECTION LOCAL  DEFAULT  383 .rodata.g_es_dma[...]
   659: 00000000     0 NOTYPE  LOCAL  DEFAULT  383 $d
   660: 00000000     0 SECTION LOCAL  DEFAULT  384 .rodata.g_es_dma[...]
   661: 00000000     0 NOTYPE  LOCAL  DEFAULT  384 $d
   662: 00000000     0 SECTION LOCAL  DEFAULT  385 .rodata.g_es_dma[...]
   663: 00000000     0 NOTYPE  LOCAL  DEFAULT  385 $d
   664: 00000000     0 SECTION LOCAL  DEFAULT  386 .rodata.g_es_dma[...]
   665: 00000000     0 NOTYPE  LOCAL  DEFAULT  386 $d
   666: 00000000     0 SECTION LOCAL  DEFAULT  387 .rodata.rgb_matr[...]
   667: 00000000     0 NOTYPE  LOCAL  DEFAULT  387 $d
   668: 00000000     0 SECTION LOCAL  DEFAULT  389 .debug_info
   669: 00000000     0 SECTION LOCAL  DEFAULT  391 .debug_abbrev
   670: 00000000     0 SECTION LOCAL  DEFAULT  392 .debug_loc
   671: 00000000     0 SECTION LOCAL  DEFAULT  394 .debug_aranges
   672: 00000000     0 SECTION LOCAL  DEFAULT  396 .debug_ranges
   673: 00000000     0 SECTION LOCAL  DEFAULT  398 .debug_line
   674: 00000000     0 SECTION LOCAL  DEFAULT  400 .debug_str
   675: 00000049     0 NOTYPE  LOCAL  DEFAULT   33 $d
   676: 0000004a     0 NOTYPE  LOCAL  DEFAULT   33 $t
   677: 0000006f     0 NOTYPE  LOCAL  DEFAULT   91 $d
   678: 00000070     0 NOTYPE  LOCAL  DEFAULT   91 $t
   679: 00000000     0 SECTION LOCAL  DEFAULT  402 .debug_frame
   680: 00000000     0 SECTION LOCAL  DEFAULT  401 .comment
   681: 00000000     0 SECTION LOCAL  DEFAULT  404 .ARM.attributes
   682: 00000001    24 FUNC    GLOBAL DEFAULT    4 es_keyboard_leds
   683: 00000001   196 FUNC    GLOBAL DEFAULT    6 rgb_matrix_drive[...]
   684: 00000001   246 OBJECT  GLOBAL DEFAULT  COM rgb_matrix_ws281[...]
   685: 00000000  1970 OBJECT  GLOBAL DEFAULT  356 g_es_pwm_rgb_mat[...]
   686: 00000001    30 FUNC    GLOBAL DEFAULT    8 rgb_matrix_drive[...]
   687: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_unlock
   688: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_program
   689: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_lock
   690: 00000001   176 FUNC    GLOBAL DEFAULT   14 rgb_matrix_drive[...]
   691: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND rgb_matrix_get_val
   692: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND memset
   693: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_fc_page_erase
   694: 00000001    24 FUNC    GLOBAL DEFAULT   20 Vector68
   695: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __port_irq_epilogue
   696: 00000001    56 FUNC    GLOBAL DEFAULT   22 Uart_Tx_Dma_Start
   697: 00000001    56 FUNC    GLOBAL DEFAULT   24 Uart_Rx_Dma_Start
   698: 00000001   168 FUNC    GLOBAL DEFAULT   26 Uart_Dma_Init
   699: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_dma_set_chann[...]
   700: 00000001    36 FUNC    GLOBAL DEFAULT   28 User_Uart_Deinit
   701: 00000001    36 FUNC    GLOBAL DEFAULT   29 Vector64
   702: 00000001   104 FUNC    GLOBAL DEFAULT   31 Init_Uart_Information
   703: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_gpio_init
   704: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND md_uart_init
   705: 00000001   304 FUNC    GLOBAL DEFAULT   33 User_Uart_Send_Data
   706: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __gnu_thumb1_case_uqi
   707: 00000001    76 FUNC    GLOBAL DEFAULT   35 Uart_While_Send_[...]
   708: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND timer_read
   709: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND timer_elapsed
   710: 00000001    36 FUNC    GLOBAL DEFAULT   37 Reset_Uart
   711: 00000001   252 FUNC    GLOBAL DEFAULT   39 Lvgl_Init
   712: 00000001    12 FUNC    GLOBAL DEFAULT   41 Reset_Power_Lvgl
